itm_no_item|INVALID ITEM
itm_british_light_ranker_pl|英 式 轻 型 ranker
itm_british_95_rifle_captain_pants|英 式 95 步 枪 captain 裤 子
itm_british_95_rifle_captain_pants_pl|英 式 95 步 枪 captain 裤 子
itm_british_rifle_pants_green|英 式 95 步 枪 裤 子
itm_british_rifle_pants_green_pl|英 式 95 步 枪 裤 子
itm_british_rifle_pants_grey|英 式 95 步 枪 裤 子
itm_british_rifle_pants_grey_pl|英 式 95 步 枪 裤 子
itm_long_white_cavarly_gloves_french|Long Cavarly 手 套
itm_long_white_cavarly_gloves_french_pl|Long Cavarly 手 套
itm_long_brown_gloves|Long 棕 色 手 套
itm_long_brown_gloves_pl|Long 棕 色 手 套
itm_wellington_coat|Wellington 军 大 衣
itm_wellington_coat_pl|Wellington 军 大 衣
itm_british_basic_pants|英 式 Infantry 裤 子
itm_british_basic_pants_pl|英 式 Infantry 裤 子
itm_cavarly_cartridges|Cavarly 纸 包 定 装 弹 药
itm_cavarly_cartridges_pl|Cavarly 纸 包 定 装 弹 药
itm_austrian_cuirassier_trumpeter|奥 地 利 式 dragoon
itm_austrian_cuirassier_trumpeter_pl|奥 地 利 式 dragoon
itm_austrian_infantry_drummer|奥 地 利 式 infantry drummer
itm_austrian_infantry_drummer_pl|奥 地 利 式 infantry drummer
itm_austrian_grenadier_nco|奥 地 利 式 grenadier nco
itm_austrian_grenadier_nco_pl|奥 地 利 式 grenadier nco
itm_hungarian_honved_drummer|Hungarian Honved drummer
itm_hungarian_honved_drummer_pl|Hungarian Honved drummer
itm_hungarian_hussar_flag_bearer|Hungarian Hussar 旗 帜 bearer
itm_hungarian_hussar_flag_bearer_pl|Hungarian Hussar 旗 帜 bearer
itm_austrian_infantry_zold_nyak|奥 地 利 式 infantry
itm_austrian_infantry_zold_nyak_pl|奥 地 利 式 infantry
itm_austrian_infantry_zold_nco|奥 地 利 式 infantry nco
itm_austrian_infantry_zold_nco_pl|奥 地 利 式 infantry nco
itm_austrian_lightcav|奥 地 利 式 轻 型 cavalry ranker
itm_austrian_lightcav_pl|奥 地 利 式 轻 型 cavalry ranker
itm_austrian_lightcav_trumpeter|奥 地 利 式 轻 型 cavalry trumpeter
itm_austrian_lightcav_trumpeter_pl|奥 地 利 式 轻 型 cavalry trumpeter
itm_austrian_cuirassier_flag_bearer|奥 地 利 式 cuirassier 旗 帜 bearer
itm_austrian_cuirassier_flag_bearer_pl|奥 地 利 式 cuirassier 旗 帜 bearer
itm_austria_colour_ordinarfahne_flag|austria colour ordinarfahne
itm_austria_colour_ordinarfahne_flag_pl|austria colour ordinarfahne
itm_flag_prussia_hussard_colour|旗 帜 prussia hussard
itm_flag_prussia_hussard_colour_pl|旗 帜 prussia hussard
itm_flag_prussia_landwehr_colour|旗 帜 Prussia Landwehr
itm_flag_prussia_landwehr_colour_pl|旗 帜 Prussia Landwehr
itm_flag_prussia_infantry2_colour|旗 帜 prussia infantry
itm_flag_prussia_infantry2_colour_pl|旗 帜 prussia infantry
itm_france_colour_84e_flag|france colour 84e
itm_france_colour_84e_flag_pl|france colour 84e
itm_france_colour_cuirassiers_flag|france colour cuirassiers
itm_france_colour_cuirassiers_flag_pl|france colour cuirassiers
itm_british_infantry_drum|英 式 infantry 军 鼓
itm_british_infantry_drum_pl|英 式 infantry 军 鼓
itm_british_kgl_drum|英 式 kgl 军 鼓
itm_british_kgl_drum_pl|英 式 kgl 军 鼓
itm_british_infantry_flag|英 式 infantry flagcarrier
itm_british_infantry_flag_pl|英 式 infantry flagcarrier
itm_french_84e_body_flagcarrier|法 式 84e body flagcarrier
itm_french_84e_body_flagcarrier_pl|法 式 84e body flagcarrier
itm_british_light_dragoon|英 式 轻 型 Dragoon
itm_british_light_dragoon_pl|英 式 轻 型 Dragoon
itm_french_lancer_body_ranker|Polish Lancer ranker
itm_french_lancer_body_ranker_pl|Polish Lancer ranker
itm_french_lancer_veteran|Polish Lancer
itm_french_lancer_veteran_pl|Polish Lancer
itm_french_lancer_officer_body|Polish lancer officer
itm_french_lancer_officer_body_pl|Polish lancer officer
itm_french_lancer_trumpeter|Polish Lancer
itm_french_lancer_trumpeter_pl|Polish Lancer
itm_french_officer_czapka|Polish Lancer Czapka officier
itm_french_officer_czapka_pl|Polish Lancer Czapka officier
itm_french_ranker_czapka|Polish Lancer Czapka ranker
itm_french_ranker_czapka_pl|Polish Lancer Czapka ranker
itm_french_trumpeter_czapka|Polish Lancer Czapka
itm_french_trumpeter_czapka_pl|Polish Lancer Czapka
itm_polish_lancer_pants|Polish lancer 裤 子
itm_polish_lancer_pants_pl|Polish lancer 裤 子
itm_polish_lancer_officer_pants|Polish lancer officer 裤 子
itm_polish_lancer_officer_pants_pl|Polish lancer officer 裤 子
itm_drummer_gloves|Drummer 手 套
itm_drummer_gloves_pl|Drummer 手 套
itm_bavarian_helmet_sima|巴 伐 利 亚 式 头 盔
itm_bavarian_helmet_sima_pl|巴 伐 利 亚 式 头 盔
itm_bavarian_helmet_officer|巴 伐 利 亚 式 头 盔 officer
itm_bavarian_helmet_officer_pl|巴 伐 利 亚 式 头 盔 officer
itm_bavarian_helmet_ranker|巴 伐 利 亚 式 头 盔 ranker
itm_bavarian_helmet_ranker_pl|巴 伐 利 亚 式 头 盔 ranker
itm_french_elore_bicorn|法 式 双 角 帽
itm_french_elore_bicorn_pl|法 式 双 角 帽
itm_french_nappy_hat|法 式 Nappy 帽 子
itm_french_nappy_hat_pl|法 式 Nappy 帽 子
itm_french_general_body_boney|法 式 general body Boney
itm_french_general_body_boney_pl|法 式 general body Boney
itm_schwarzenberg|Schwarzenberg
itm_schwarzenberg_pl|Schwarzenberg
itm_bavarian_infantry_ranker|巴 伐 利 亚 式 infantry ranker
itm_bavarian_infantry_ranker_pl|巴 伐 利 亚 式 infantry ranker
itm_french_45e_drummer|法 式 45e drummer
itm_french_45e_drummer_pl|法 式 45e drummer
itm_austrian_cuirassier_horse|奥 地 利 式 Cuirassier 战 马
itm_austrian_cuirassier_horse_pl|奥 地 利 式 Cuirassier 战 马
itm_hungarian_hussar_horse|奥 地 利 式 hussar 战 马
itm_hungarian_hussar_horse_pl|奥 地 利 式 hussar 战 马
itm_austrian_dragoon_horse|奥 地 利 式 dragoon 战 马
itm_austrian_dragoon_horse_pl|奥 地 利 式 dragoon 战 马
itm_polish_lancer_horse|奥 地 利 式 lancer 战 马
itm_polish_lancer_horse_pl|奥 地 利 式 lancer 战 马
itm_prussian_guard_officer_shako|普 鲁 士 式 近 卫 officer 筒 形 军 帽
itm_prussian_guard_officer_shako_pl|普 鲁 士 式 近 卫 officer 筒 形 军 帽
itm_prussian_cuirassier_ranker|普 鲁 士 式 Cuirassier ranker
itm_prussian_cuirassier_ranker_pl|普 鲁 士 式 Cuirassier ranker
itm_prussian_cuirassier_trumpeter|普 鲁 士 式 Cuirassier trumpeter
itm_prussian_cuirassier_trumpeter_pl|普 鲁 士 式 Cuirassier trumpeter
itm_prussian_lutzov_drummer|普 鲁 士 式 lutzov drummer
itm_prussian_lutzov_drummer_pl|普 鲁 士 式 lutzov drummer
itm_asutrian_briquet|Hungarian 短 弯 刀
itm_asutrian_briquet_pl|Hungarian 短 弯 刀
itm_austrian_jaeger_bayonet|刺 刀 猎 刀
itm_austrian_jaeger_bayonet_pl|刺 刀 猎 刀
itm_prussian_cavalry_pants|普 鲁 士 式 cavalry 裤 子
itm_prussian_cavalry_pants_pl|普 鲁 士 式 cavalry 裤 子
itm_hungarian_heavy_hussar_sabre|Hungarian 重 型 Hussar 马 刀
itm_hungarian_heavy_hussar_sabre_pl|Hungarian 重 型 Hussar 马 刀
itm_british_infantry_sword|英 式 Infantry 军 剑
itm_british_infantry_sword_pl|英 式 Infantry 军 剑
itm_epee_du_soldat|Epee du soldat
itm_epee_du_soldat_pl|Epee du soldat
itm_german_dragoon_sword|German Dragoon 军 剑
itm_german_dragoon_sword_pl|German Dragoon 军 剑
itm_infantry_sword|Infantry 军 剑
itm_infantry_sword_pl|Infantry 军 剑
itm_officer_smallsword_new_russian|军 官 剑
itm_officer_smallsword_new_russian_pl|军 官 剑
itm_spanish_dragoon_sword|Spanish dragoon 军 剑
itm_spanish_dragoon_sword_pl|Spanish dragoon 军 剑
itm_aus_shwarzenberg_bicorn|奥 地 利 式 General 双 角 帽
itm_aus_shwarzenberg_bicorn_pl|奥 地 利 式 General 双 角 帽
itm_british_sappeur_pants|英 式 sappeur 裤 子
itm_british_sappeur_pants_pl|英 式 sappeur 裤 子
itm_french_sappeur|法 式 sappeur
itm_french_sappeur_pl|法 式 sappeur
itm_french_sappeur_bearskin|法 式 sapper 近 卫 熊 皮 高 帽
itm_french_sappeur_bearskin_pl|法 式 sapper 近 卫 熊 皮 高 帽
itm_prussian_pioneer|普 鲁 士 式 pioneer
itm_prussian_pioneer_pl|普 鲁 士 式 pioneer
itm_austrian_pioneer|奥 地 利 式 pioneer
itm_austrian_pioneer_pl|奥 地 利 式 pioneer
itm_scots_gey_helm|Scots 灰 色 helm
itm_scots_gey_helm_pl|Scots 灰 色 helm
itm_british_iniskilling_ranker|Scots 灰 色 ranker
itm_british_iniskilling_ranker_pl|Scots 灰 色 ranker
itm_british_blue_ranker_horseguard|英 式 Horseguard ranker
itm_british_blue_ranker_horseguard_pl|英 式 Horseguard ranker
itm_british_footguard_shako_ranker|英 式 Footguard 筒 形 军 帽 ranker
itm_british_footguard_shako_ranker_pl|英 式 Footguard 筒 形 军 帽 ranker
itm_british_highland_bonnet_drummer|英 式 高 地 式 苏 格 兰 软 帽 drummer
itm_british_highland_bonnet_drummer_pl|英 式 高 地 式 苏 格 兰 软 帽 drummer
itm_british_kgl_shako_ranker|英 式 kgl 筒 形 军 帽 ranker
itm_british_kgl_shako_ranker_pl|英 式 kgl 筒 形 军 帽 ranker
itm_british_lifeguard_helmet_officer|英 式 Lifeguard 头 盔 officer
itm_british_lifeguard_helmet_officer_pl|英 式 Lifeguard 头 盔 officer
itm_british_light_shako_ranker|英 式 轻 型 筒 形 军 帽 ranker
itm_british_light_shako_ranker_pl|英 式 轻 型 筒 形 军 帽 ranker
itm_british_rifle_beret|英 式 95 步 枪 beret
itm_british_rifle_beret_pl|英 式 95 步 枪 beret
itm_british_rifle_beret_2|英 式 95 步 枪 beret
itm_british_rifle_beret_2_pl|英 式 95 步 枪 beret
itm_british_wellington_bicorne|英 式 双 角 帽
itm_british_wellington_bicorne_pl|英 式 双 角 帽
itm_austrian_musket_bayonet|奥 地 利 式 燧 发 枪 刺 刀
itm_austrian_musket_bayonet_pl|奥 地 利 式 燧 发 枪 刺 刀
itm_austrian_musket_bayonet_melee|奥 地 利 式 燧 发 枪 刺 刀
itm_austrian_musket_bayonet_melee_pl|奥 地 利 式 燧 发 枪 刺 刀
itm_austrian_musket|奥 地 利 式 燧 发 枪
itm_austrian_musket_pl|奥 地 利 式 燧 发 枪
itm_austrian_musket|奥 地 利 式 燧 发 枪 melee
itm_austrian_musket_pl|奥 地 利 式 燧 发 枪 melee
itm_charleville_carbine|查 尔 维 尔 燧 发 枪 卡 宾 枪
itm_charleville_carbine_pl|查 尔 维 尔 燧 发 枪 卡 宾 枪
itm_french_mousquiton_carbine|法 式 Mousquiton 卡 宾 枪
itm_french_mousquiton_carbine_pl|法 式 Mousquiton 卡 宾 枪
itm_french_light_mousquiton_carabine|法 式 轻 型 Mousquiton 卡 宾 枪
itm_french_light_mousquiton_carabine_pl|法 式 轻 型 Mousquiton 卡 宾 枪
itm_long_land_pattern_musket|Long Land Pattern 燧 发 枪
itm_long_land_pattern_musket_pl|Long Land Pattern 燧 发 枪
itm_long_land_pattern_melee|long land pattern
itm_long_land_pattern_melee_pl|long land pattern
itm_prussian_musket|普 鲁 士 式 燧 发 枪
itm_prussian_musket_pl|普 鲁 士 式 燧 发 枪
itm_prussian_musket_melee|普 鲁 士 式 燧 发 枪
itm_prussian_musket_melee_pl|普 鲁 士 式 燧 发 枪
itm_prussian_musket_bayonet|普 鲁 士 式 燧 发 枪 刺 刀
itm_prussian_musket_bayonet_pl|普 鲁 士 式 燧 发 枪 刺 刀
itm_prussian_musket_bayonet_melee|普 鲁 士 式 燧 发 枪 刺 刀
itm_prussian_musket_bayonet_melee_pl|普 鲁 士 式 燧 发 枪 刺 刀
itm_english_dragoon_pistol|Flintlock 手 枪
itm_english_dragoon_pistol_pl|Flintlock 手 枪
itm_potzdam_pistol|Flintlock 手 枪
itm_potzdam_pistol_pl|Flintlock 手 枪
itm_austrian_pistol|Flintlock 手 枪
itm_austrian_pistol_pl|Flintlock 手 枪
itm_spanish_cavalry_pistol|Flintlock 手 枪
itm_spanish_cavalry_pistol_pl|Flintlock 手 枪
itm_french_pistol_pici|Flintlock 手 枪
itm_french_pistol_pici_pl|Flintlock 手 枪
itm_light_dragoon_pistol|Flintlock 手 枪
itm_light_dragoon_pistol_pl|Flintlock 手 枪
itm_scots_grey_helmet2|Scots 灰 色 Helm
itm_scots_grey_helmet2_pl|Scots 灰 色 Helm
itm_french_dragons_helmet_ranker|法 式 Dragoon 头 盔
itm_french_dragons_helmet_ranker_pl|法 式 Dragoon 头 盔
itm_brunswick_sima_skull_shako|筒 形 军 帽
itm_brunswick_sima_skull_shako_pl|筒 形 军 帽
itm_brunskwicker_prussian_shako|筒 形 军 帽
itm_brunskwicker_prussian_shako_pl|筒 形 军 帽
itm_prussian_8_infantry_officer|普 鲁 士 式 8th Infantry Officer
itm_prussian_8_infantry_officer_pl|普 鲁 士 式 8th Infantry Officer
itm_carabinier_horse_black|Carabinier 战 马
itm_carabinier_horse_black_pl|Carabinier 战 马
itm_carabinier_horse_white|Carabinier 战 马
itm_carabinier_horse_white_pl|Carabinier 战 马
itm_french_hussards_white_horse|法 式 Hussard 战 马
itm_french_hussards_white_horse_pl|法 式 Hussard 战 马
itm_french_dragoon_body_officer|法 式 Dragoon Officer
itm_french_dragoon_body_officer_pl|法 式 Dragoon Officer
itm_french_dragoon_body_ranker|法 式 Dragoon Ranker
itm_french_dragoon_body_ranker_pl|法 式 Dragoon Ranker
itm_basic_cavalry_boots|Cavalry 军 靴
itm_basic_cavalry_boots_pl|Cavalry 军 靴
itm_grenadier_a_cheval_officer_french|Grenadier a Cheval Officer
itm_grenadier_a_cheval_officer_french_pl|Grenadier a Cheval Officer
itm_french_grenadiers_a_cheval_ranker|Grenadier a Chavel ranker
itm_french_grenadiers_a_cheval_ranker_pl|Grenadier a Chavel ranker
itm_french_guard_flagman|法 式 近 卫 Flagman
itm_french_guard_flagman_pl|法 式 近 卫 Flagman
itm_french_elite_guard|法 式 近 卫 军 服
itm_french_elite_guard_pl|法 式 近 卫 军 服
itm_french_grenadier_a_cheval_trumpeter|Grenadier a Cheval Trumpeter
itm_french_grenadier_a_cheval_trumpeter_pl|Grenadier a Cheval Trumpeter
itm_french_grenadier_a_cheval_helmet|Grenadier a Cheval 近 卫 熊 皮 高 帽
itm_french_grenadier_a_cheval_helmet_pl|Grenadier a Cheval 近 卫 熊 皮 高 帽
itm_grach_bearskin_ranker|Grenadier a Cheval 近 卫 熊 皮 高 帽 ranker
itm_grach_bearskin_ranker_pl|Grenadier a Cheval 近 卫 熊 皮 高 帽 ranker
itm_french_vistula_shako_ranker|Polish Vistula 筒 形 军 帽
itm_french_vistula_shako_ranker_pl|Polish Vistula 筒 形 军 帽
itm_french_vistula_shako_feather|Polsih Vistula 筒 形 军 帽
itm_french_vistula_shako_feather_pl|Polsih Vistula 筒 形 军 帽
itm_hungarian_sabre_2|马 刀
itm_hungarian_sabre_2_pl|马 刀
itm_french_painted_sabre|法 式 Painted Officier 马 刀
itm_french_painted_sabre_pl|法 式 Painted Officier 马 刀
itm_sabre_voltigeur|轻 型 Infatry 马 刀
itm_sabre_voltigeur_pl|轻 型 Infatry 马 刀
itm_french_vistula_body_officer|Polish Vistula Officier
itm_french_vistula_body_officer_pl|Polish Vistula Officier
itm_french_vistula_body_ranker|Polish Vistula Legion ranker
itm_french_vistula_body_ranker_pl|Polish Vistula Legion ranker
itm_french_vistula_pants|Polish Vistula 裤 子
itm_french_vistula_pants_pl|Polish Vistula 裤 子
itm_SZAR|SZAR
itm_SZAR_pl|SZAR
itm_SZAR|SZAR
itm_SZAR_pl|SZAR
itm_russian_stutzer_carbine|俄 式 Stutzer 卡 宾 枪
itm_russian_stutzer_carbine_pl|俄 式 Stutzer 卡 宾 枪
itm_russian_dragoon_musket|俄 式 燧 发 枪
itm_russian_dragoon_musket_pl|俄 式 燧 发 枪
itm_Russian_dragoon_musket|俄 式 dragoon 燧 发 枪 melee
itm_Russian_dragoon_musket_pl|俄 式 dragoon 燧 发 枪 melee
itm_russian_hussar_carbine|俄 式 Hussar 卡 宾 枪
itm_russian_hussar_carbine_pl|俄 式 Hussar 卡 宾 枪
itm_russian_musket_1808|俄 式 燧 发 枪 1808
itm_russian_musket_1808_pl|俄 式 燧 发 枪 1808
itm_russian_musket_1808|俄 式 燧 发 枪 1808 melee
itm_russian_musket_1808_pl|俄 式 燧 发 枪 1808 melee
itm_russian_pistol|Flintlock 手 枪
itm_russian_pistol_pl|Flintlock 手 枪
itm_jaeger_rifle_musket|Jaeger 步 枪
itm_jaeger_rifle_musket_pl|Jaeger 步 枪
itm_heavy_cavalry_guard_russian_sword|重 型 Cavalry 军 剑
itm_heavy_cavalry_guard_russian_sword_pl|重 型 Cavalry 军 剑
itm_peasant_two_handed_sappeur_axe|Sappeur 斧
itm_peasant_two_handed_sappeur_axe_pl|Sappeur 斧
itm_russian_hussar_sabre|轻 骑 兵 马 刀
itm_russian_hussar_sabre_pl|轻 骑 兵 马 刀
itm_russian_cavalry_sabre|骑 兵 马 刀
itm_russian_cavalry_sabre_pl|骑 兵 马 刀
itm_russian_cuirassier_sword|Cuirassier 军 剑
itm_russian_cuirassier_sword_pl|Cuirassier 军 剑
itm_bicorne_netural|双 角 帽
itm_bicorne_netural_pl|双 角 帽
itm_british_light_dragoon_shako|英 式 轻 型 Dragoon 筒 形 军 帽
itm_british_light_dragoon_shako_pl|英 式 轻 型 Dragoon 筒 形 军 帽
itm_british_light_dragoon_shako_officer|英 式 轻 型 Dragoon Officier 筒 形 军 帽
itm_british_light_dragoon_shako_officer_pl|英 式 轻 型 Dragoon Officier 筒 形 军 帽
itm_british_light_dragoon_officer|英 式 轻 型 Dragoon Officer
itm_british_light_dragoon_officer_pl|英 式 轻 型 Dragoon Officer
itm_british_light_dragoon_pants|英 式 轻 型 Dragoon 裤 子
itm_british_light_dragoon_pants_pl|英 式 轻 型 Dragoon 裤 子
itm_prussian_guard_ranker_shako|普 鲁 士 式 近 卫 Ranker 筒 形 军 帽
itm_prussian_guard_ranker_shako_pl|普 鲁 士 式 近 卫 Ranker 筒 形 军 帽
itm_blucher_coat|Blucher 军 大 衣
itm_blucher_coat_pl|Blucher 军 大 衣
itm_blucher_pants|Blucher 裤 子
itm_blucher_pants_pl|Blucher 裤 子
itm_prussian_guard_ranker|普 鲁 士 式 近 卫 ranker
itm_prussian_guard_ranker_pl|普 鲁 士 式 近 卫 ranker
itm_prussian_gzf_vallap_ranker|普 鲁 士 式 近 卫
itm_prussian_gzf_vallap_ranker_pl|普 鲁 士 式 近 卫
itm_prussian_guard_officer|普 鲁 士 式 近 卫 Officier
itm_prussian_guard_officer_pl|普 鲁 士 式 近 卫 Officier
itm_prussian_basic_infantry_pants|普 鲁 士 式 Infantry 裤 子
itm_prussian_basic_infantry_pants_pl|普 鲁 士 式 Infantry 裤 子
itm_sima_keke_landwehr_cap|Landwehr 便 帽
itm_sima_keke_landwehr_cap_pl|Landwehr 便 帽
itm_prussial_landwehr_hat_ironcross|Landwehr 便 帽
itm_prussial_landwehr_hat_ironcross_pl|Landwehr 便 帽
itm_prussian_landwehr_drummer|普 鲁 士 式 landwehr drummer
itm_prussian_landwehr_drummer_pl|普 鲁 士 式 landwehr drummer
itm_prussian_landwehr_vallkotes|普 鲁 士 式 landwehr
itm_prussian_landwehr_vallkotes_pl|普 鲁 士 式 landwehr
itm_prussian_landwehr_officer|普 鲁 士 式 landwehr officer
itm_prussian_landwehr_officer_pl|普 鲁 士 式 landwehr officer
itm_prussian_landwehr_pants|普 鲁 士 式 landwehr 裤 子
itm_prussian_landwehr_pants_pl|普 鲁 士 式 landwehr 裤 子
itm_prussian_landwehr_ranker|普 鲁 士 式 landwehr ranker
itm_prussian_landwehr_ranker_pl|普 鲁 士 式 landwehr ranker
itm_red_hungarian_hussar_shako|Hungarian Hussar 筒 形 军 帽
itm_red_hungarian_hussar_shako_pl|Hungarian Hussar 筒 形 军 帽
itm_scottish_sword|Scottish 阔 剑
itm_scottish_sword_pl|Scottish 阔 剑
itm_spanish_cavalry_broadsword|Spanish Cavalry 阔 剑
itm_spanish_cavalry_broadsword_pl|Spanish Cavalry 阔 剑
itm_hungarian_officier_infantry_sabre|Hungarian Infantry Officier 马 刀
itm_hungarian_officier_infantry_sabre_pl|Hungarian Infantry Officier 马 刀
itm_model_1728_musket|Model 1728 燧 发 枪
itm_model_1728_musket_pl|Model 1728 燧 发 枪
itm_model_1728_melee|melee
itm_model_1728_melee_pl|melee
itm_model_1728_bayonet_musket_Musket|Model 1728 燧 发 枪 刺 刀
itm_model_1728_bayonet_musket_Musket_pl|Model 1728 燧 发 枪 刺 刀
itm_model_1728_bayonet_melee|melee
itm_model_1728_bayonet_melee_pl|melee
itm_prussian_dragoon_carbine_Carbine|普 鲁 士 式 Dragoon 燧 发 枪
itm_prussian_dragoon_carbine_Carbine_pl|普 鲁 士 式 Dragoon 燧 发 枪
itm_prussian_dragoon_carbine_melee|melee
itm_prussian_dragoon_carbine_melee_pl|melee
itm_prussian_dragoon_carbine_bayonet|普 鲁 士 式 Dragoon 燧 发 枪 刺 刀
itm_prussian_dragoon_carbine_bayonet_pl|普 鲁 士 式 Dragoon 燧 发 枪 刺 刀
itm_prussian_dragoon_carbine_bayonet_melee|melee
itm_prussian_dragoon_carbine_bayonet_melee_pl|melee
itm_items_end|Items End
itm_items_end_pl|Items End
