trp_player|玩 家
trp_village_26_elder|村 长
trp_village_26_elder_pl|村 长
trp_village_27_elder|村 长
trp_village_27_elder_pl|村 长
trp_village_28_elder|村 长
trp_village_28_elder_pl|村 长
trp_village_29_elder|村 长
trp_village_29_elder_pl|村 长
trp_village_30_elder|村 长
trp_village_30_elder_pl|村 长
trp_village_31_elder|村 长
trp_village_31_elder_pl|村 长
trp_village_32_elder|村 长
trp_village_32_elder_pl|村 长
trp_village_33_elder|村 长
trp_village_33_elder_pl|村 长
trp_village_34_elder|村 长
trp_village_34_elder_pl|村 长
trp_village_35_elder|村 长
trp_village_35_elder_pl|村 长
trp_village_36_elder|村 长
trp_village_36_elder_pl|村 长
trp_village_37_elder|村 长
trp_village_37_elder_pl|村 长
trp_village_38_elder|村 长
trp_village_38_elder_pl|村 长
trp_village_39_elder|村 长
trp_village_39_elder_pl|村 长
trp_village_40_elder|村 长
trp_village_40_elder_pl|村 长
trp_village_41_elder|村 长
trp_village_41_elder_pl|村 长
trp_village_42_elder|村 长
trp_village_42_elder_pl|村 长
trp_village_43_elder|村 长
trp_village_43_elder_pl|村 长
trp_village_44_elder|村 长
trp_village_44_elder_pl|村 长
trp_village_45_elder|村 长
trp_village_45_elder_pl|村 长
trp_village_46_elder|村 长
trp_village_46_elder_pl|村 长
trp_village_47_elder|村 长
trp_village_47_elder_pl|村 长
trp_village_48_elder|村 长
trp_village_48_elder_pl|村 长
trp_village_49_elder|村 长
trp_village_49_elder_pl|村 长
trp_village_50_elder|村 长
trp_village_50_elder_pl|村 长
trp_village_51_elder|村 长
trp_village_51_elder_pl|村 长
trp_village_52_elder|村 长
trp_village_52_elder_pl|村 长
trp_village_53_elder|村 长
trp_village_53_elder_pl|村 长
trp_village_54_elder|村 长
trp_village_54_elder_pl|村 长
trp_village_55_elder|村 长
trp_village_55_elder_pl|村 长
trp_village_56_elder|村 长
trp_village_56_elder_pl|村 长
trp_village_57_elder|村 长
trp_village_57_elder_pl|村 长
trp_village_58_elder|村 长
trp_village_58_elder_pl|村 长
trp_village_59_elder|村 长
trp_village_59_elder_pl|村 长
trp_village_60_elder|村 长
trp_village_60_elder_pl|村 长
trp_village_61_elder|村 长
trp_village_61_elder_pl|村 长
trp_village_62_elder|村 长
trp_village_62_elder_pl|村 长
trp_village_63_elder|村 长
trp_village_63_elder_pl|村 长
trp_village_64_elder|村 长
trp_village_64_elder_pl|村 长
trp_village_65_elder|村 长
trp_village_65_elder_pl|村 长
trp_village_66_elder|村 长
trp_village_66_elder_pl|村 长
trp_village_67_elder|村 长
trp_village_67_elder_pl|村 长
trp_village_68_elder|村 长
trp_village_68_elder_pl|村 长
trp_village_69_elder|村 长
trp_village_69_elder_pl|村 长
trp_village_70_elder|村 长
trp_village_70_elder_pl|村 长
trp_village_71_elder|村 长
trp_village_71_elder_pl|村 长
trp_village_72_elder|村 长
trp_village_72_elder_pl|村 长
trp_village_73_elder|村 长
trp_village_73_elder_pl|村 长
trp_village_74_elder|村 长
trp_village_74_elder_pl|村 长
trp_village_75_elder|村 长
trp_village_75_elder_pl|村 长
trp_village_76_elder|村 长
trp_village_76_elder_pl|村 长
trp_village_77_elder|村 长
trp_village_77_elder_pl|村 长
trp_village_78_elder|村 长
trp_village_78_elder_pl|村 长
trp_village_79_elder|村 长
trp_village_79_elder_pl|村 长
trp_village_80_elder|村 长
trp_village_80_elder_pl|村 长
trp_village_81_elder|村 长
trp_village_81_elder_pl|村 长
trp_village_82_elder|村 长
trp_village_82_elder_pl|村 长
trp_village_83_elder|村 长
trp_village_83_elder_pl|村 长
trp_village_84_elder|村 长
trp_village_84_elder_pl|村 长
trp_village_85_elder|村 长
trp_village_85_elder_pl|村 长
trp_village_86_elder|村 长
trp_village_86_elder_pl|村 长
trp_village_87_elder|村 长
trp_village_87_elder_pl|村 长
trp_village_88_elder|村 长
trp_village_88_elder_pl|村 长
trp_village_89_elder|村 长
trp_village_89_elder_pl|村 长
trp_village_90_elder|村 长
trp_village_90_elder_pl|村 长
trp_village_91_elder|村 长
trp_village_91_elder_pl|村 长
trp_village_92_elder|村 长
trp_village_92_elder_pl|村 长
trp_village_93_elder|村 长
trp_village_93_elder_pl|村 长
trp_village_94_elder|村 长
trp_village_94_elder_pl|村 长
trp_village_95_elder|村 长
trp_village_95_elder_pl|村 长
trp_village_96_elder|村 长
trp_village_96_elder_pl|村 长
trp_village_97_elder|村 长
trp_village_97_elder_pl|村 长
trp_village_98_elder|村 长
trp_village_98_elder_pl|村 长
trp_village_99_elder|村 长
trp_village_99_elder_pl|村 长
trp_village_100_elder|村 长
trp_village_100_elder_pl|村 长
trp_village_101_elder|村 长
trp_village_101_elder_pl|村 长
trp_village_102_elder|村 长
trp_village_102_elder_pl|村 长
trp_village_103_elder|村 长
trp_village_103_elder_pl|村 长
trp_village_104_elder|村 长
trp_village_104_elder_pl|村 长
trp_village_105_elder|村 长
trp_village_105_elder_pl|村 长
trp_village_106_elder|村 长
trp_village_106_elder_pl|村 长
trp_village_107_elder|村 长
trp_village_107_elder_pl|村 长
trp_village_108_elder|村 长
trp_village_108_elder_pl|村 长
trp_village_109_elder|村 长
trp_village_109_elder_pl|村 长
trp_village_110_elder|村 长
trp_village_110_elder_pl|村 长
trp_merchants_end|merchants end
trp_merchants_end_pl|merchants end
trp_town_1_master_craftsman|{!}Town 1 Craftsman
trp_town_1_master_craftsman_pl|{!}Town 1 Craftsman
trp_town_2_master_craftsman|{!}Town 2 Craftsman
trp_town_2_master_craftsman_pl|{!}Town 2 Craftsman
trp_town_3_master_craftsman|{!}Town 3 Craftsman
trp_town_3_master_craftsman_pl|{!}Town 3 Craftsman
trp_town_4_master_craftsman|{!}Town 4 Craftsman
trp_town_4_master_craftsman_pl|{!}Town 4 Craftsman
trp_town_5_master_craftsman|{!}Town 5 Craftsman
trp_town_5_master_craftsman_pl|{!}Town 5 Craftsman
trp_town_6_master_craftsman|{!}Town 6 Craftsman
trp_town_6_master_craftsman_pl|{!}Town 6 Craftsman
trp_town_7_master_craftsman|{!}Town 7 Craftsman
trp_town_7_master_craftsman_pl|{!}Town 7 Craftsman
trp_town_8_master_craftsman|{!}Town 8 Craftsman
trp_town_8_master_craftsman_pl|{!}Town 8 Craftsman
trp_town_9_master_craftsman|{!}Town 9 Craftsman
trp_town_9_master_craftsman_pl|{!}Town 9 Craftsman
trp_town_10_master_craftsman|{!}Town 10 Craftsman
trp_town_10_master_craftsman_pl|{!}Town 10 Craftsman
trp_town_11_master_craftsman|{!}Town 11 Craftsman
trp_town_11_master_craftsman_pl|{!}Town 11 Craftsman
trp_town_12_master_craftsman|{!}Town 12 Seneschal
trp_town_12_master_craftsman_pl|{!}Town 12 Seneschal
trp_town_13_master_craftsman|{!}Town 13 Seneschal
trp_town_13_master_craftsman_pl|{!}Town 13 Seneschal
trp_town_14_master_craftsman|{!}Town 14 Seneschal
trp_town_14_master_craftsman_pl|{!}Town 14 Seneschal
trp_town_15_master_craftsman|{!}Town 15 Seneschal
trp_town_15_master_craftsman_pl|{!}Town 15 Seneschal
trp_town_16_master_craftsman|{!}Town 16 Seneschal
trp_town_16_master_craftsman_pl|{!}Town 16 Seneschal
trp_town_17_master_craftsman|{!}Town 17 Seneschal
trp_town_17_master_craftsman_pl|{!}Town 17 Seneschal
trp_town_18_master_craftsman|{!}Town 18 Seneschal
trp_town_18_master_craftsman_pl|{!}Town 18 Seneschal
trp_town_19_master_craftsman|{!}Town 19 Seneschal
trp_town_19_master_craftsman_pl|{!}Town 19 Seneschal
trp_town_20_master_craftsman|{!}Town 20 Seneschal
trp_town_20_master_craftsman_pl|{!}Town 20 Seneschal
trp_town_21_master_craftsman|{!}Town 21 Seneschal
trp_town_21_master_craftsman_pl|{!}Town 21 Seneschal
trp_town_22_master_craftsman|{!}Town 22 Seneschal
trp_town_22_master_craftsman_pl|{!}Town 22 Seneschal
trp_zendar_chest|{!}Zendar Chest
trp_zendar_chest_pl|{!}Zendar Chest
trp_tutorial_chest_1|{!}Melee Weapons Chest
trp_tutorial_chest_1_pl|{!}Melee Weapons Chest
trp_tutorial_chest_2|{!}Ranged Weapons Chest
trp_tutorial_chest_2_pl|{!}Ranged Weapons Chest
trp_bonus_chest_1|{!}Bonus Chest
trp_bonus_chest_1_pl|{!}Bonus Chest
trp_bonus_chest_2|{!}Bonus Chest
trp_bonus_chest_2_pl|{!}Bonus Chest
trp_bonus_chest_3|{!}Bonus Chest
trp_bonus_chest_3_pl|{!}Bonus Chest
trp_household_possessions|{!}household possessions
trp_household_possessions_pl|{!}household possessions
trp_temp_array_a|{!}temp array a
trp_temp_array_a_pl|{!}temp array a
trp_temp_array_b|{!}temp array b
trp_temp_array_b_pl|{!}temp array b
trp_temp_array_c|{!}temp array c
trp_temp_array_c_pl|{!}temp array c
trp_stack_selection_amounts|{!}stack selection amounts
trp_stack_selection_amounts_pl|{!}stack selection amounts
trp_stack_selection_ids|{!}stack selection ids
trp_stack_selection_ids_pl|{!}stack selection ids
trp_notification_menu_types|{!}notification menu types
trp_notification_menu_types_pl|{!}notification menu types
trp_notification_menu_var1|{!}notification menu var1
trp_notification_menu_var1_pl|{!}notification menu var1
trp_notification_menu_var2|{!}notification menu var2
trp_notification_menu_var2_pl|{!}notification menu var2
trp_banner_background_color_array|{!}banner background color array
trp_banner_background_color_array_pl|{!}banner background color array
trp_multiplayer_data|{!}multiplayer data
trp_multiplayer_data_pl|{!}multiplayer data
trp_book_read|{!}na
trp_book_read_pl|{!}na
trp_book_reading_progress|{!}na
trp_book_reading_progress_pl|{!}na
trp_mod_global_vars|{!}na
trp_mod_global_vars_pl|{!}na
trp_local_merchant|Local 商 人
trp_local_merchant_pl|Local 商 人
trp_tax_rebel|Peasant Rebel
trp_tax_rebel_pl|Peasant Rebel
trp_trainee_peasant|Peasant
trp_trainee_peasant_pl|Peasant
trp_fugitive|Nervous Man
trp_fugitive_pl|Nervous Man
trp_belligerent_drunk|Belligerent Drunk
trp_belligerent_drunk_pl|Belligerent Drunk
trp_hired_assassin|Hired Assassin
trp_hired_assassin_pl|Hired Assassin
trp_fight_promoter|Rough-Looking Character
trp_fight_promoter_pl|Rough-Looking Character
trp_spy|Ordinary Townsman
trp_spy_pl|Ordinary Townsman
trp_spy_partner|Unremarkable Townsman
trp_spy_partner_pl|Unremarkable Townsman
trp_nurse_for_lady|Nurse
trp_nurse_for_lady_pl|Nurse
trp_temporary_minister|Minister
trp_temporary_minister_pl|Minister
trp_quick_battle_6_player|{!}quick battle 6 玩 家
trp_quick_battle_6_player_pl|{!}quick battle 6 玩 家
trp_swadian_crossbowman_multiplayer_ai|Swadian Crossbowman
trp_swadian_crossbowman_multiplayer_ai_pl|Swadian Crossbowman
trp_swadian_infantry_multiplayer_ai|Swadian 步 兵
trp_swadian_infantry_multiplayer_ai_pl|Swadian 步 兵
trp_swadian_man_at_arms_multiplayer_ai|Swadian Man at Arms
trp_swadian_man_at_arms_multiplayer_ai_pl|Swadian Man at Arms
trp_vaegir_archer_multiplayer_ai|Vaegir Archer
trp_vaegir_archer_multiplayer_ai_pl|Vaegir Archer
trp_vaegir_spearman_multiplayer_ai|Vaegir Spearman
trp_vaegir_spearman_multiplayer_ai_pl|Vaegir Spearman
trp_vaegir_horseman_multiplayer_ai|Vaegir Horseman
trp_vaegir_horseman_multiplayer_ai_pl|Vaegir Horseman
trp_khergit_dismounted_lancer_multiplayer_ai|第 15 Scottish 苏 格 兰 高 地 步 兵
trp_khergit_dismounted_lancer_multiplayer_ai_pl|第 15 Scottish 苏 格 兰 高 地 步 兵
trp_khergit_veteran_horse_archer_multiplayer_ai|Khergit Horse Archer
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|Khergit Horse Archer
trp_khergit_lancer_multiplayer_ai|Khergit 枪 骑 兵
trp_khergit_lancer_multiplayer_ai_pl|Khergit 枪 骑 兵
trp_nord_veteran_multiplayer_ai|Nord 步 卒
trp_nord_veteran_multiplayer_ai_pl|Nord 步 卒
trp_nord_scout_multiplayer_ai|巴 伐 利 亚 步 兵
trp_nord_scout_multiplayer_ai_pl|巴 伐 利 亚 步 兵
trp_nord_archer_multiplayer_ai|Nord Archer
trp_nord_archer_multiplayer_ai_pl|Nord Archer
trp_rhodok_veteran_crossbowman_multiplayer_ai|Rhodok Crossbowman
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|Rhodok Crossbowman
trp_rhodok_veteran_spearman_multiplayer_ai|Rhodok Spearman
trp_rhodok_veteran_spearman_multiplayer_ai_pl|Rhodok Spearman
trp_rhodok_scout_multiplayer_ai|布 伦 瑞 克 枪 骑 兵
trp_rhodok_scout_multiplayer_ai_pl|布 伦 瑞 克 枪 骑 兵
trp_sarranid_infantry_multiplayer_ai|Sarranid 步 兵
trp_sarranid_infantry_multiplayer_ai_pl|Sarranid 步 兵
trp_sarranid_archer_multiplayer_ai|Sarranid Archer
trp_sarranid_archer_multiplayer_ai_pl|Sarranid Archer
trp_sarranid_horseman_multiplayer_ai|Sarranid Horseman
trp_sarranid_horseman_multiplayer_ai_pl|Sarranid Horseman
trp_swadian_crossbowman_multiplayer|Swadian Crossbowman
trp_swadian_crossbowman_multiplayer_pl|Swadian Crossbowman
trp_swadian_infantry_multiplayer|Swadian 步 兵
trp_swadian_infantry_multiplayer_pl|Swadian 步 兵
trp_swadian_man_at_arms_multiplayer|Swadian Man at Arms
trp_swadian_man_at_arms_multiplayer_pl|Swadian Man at Arms
trp_vaegir_archer_multiplayer|Vaegir Archer
trp_vaegir_archer_multiplayer_pl|Vaegir Archer
trp_vaegir_spearman_multiplayer|Vaegir Spearman
trp_vaegir_spearman_multiplayer_pl|Vaegir Spearman
trp_vaegir_horseman_multiplayer|Vaegir Horseman
trp_vaegir_horseman_multiplayer_pl|Vaegir Horseman
trp_khergit_veteran_horse_archer_multiplayer|Khergit Horse Archer
trp_khergit_veteran_horse_archer_multiplayer_pl|Khergit Horse Archer
trp_khergit_lancer_multiplayer|Khergit 枪 骑 兵
trp_khergit_lancer_multiplayer_pl|Khergit 枪 骑 兵
trp_nord_archer_multiplayer|Nord Archer
trp_nord_archer_multiplayer_pl|Nord Archer
trp_nord_veteran_multiplayer|Nord Huscarl
trp_nord_veteran_multiplayer_pl|Nord Huscarl
trp_nord_scout_multiplayer|Nord Scout
trp_nord_scout_multiplayer_pl|Nord Scout
trp_rhodok_veteran_crossbowman_multiplayer|Rhodok Crossbowman
trp_rhodok_veteran_crossbowman_multiplayer_pl|Rhodok Crossbowman
trp_rhodok_sergeant_multiplayer|Rhodok 军 士
trp_rhodok_sergeant_multiplayer_pl|Rhodok 军 士
trp_rhodok_horseman_multiplayer|Rhodok Horseman
trp_rhodok_horseman_multiplayer_pl|Rhodok Horseman
trp_sarranid_archer_multiplayer|Sarranid Archer
trp_sarranid_archer_multiplayer_pl|Sarranid Archer
trp_sarranid_footman_multiplayer|Sarranid 步 卒
trp_sarranid_footman_multiplayer_pl|Sarranid 步 卒
trp_sarranid_mamluke_multiplayer|Sarranid Mamluke
trp_sarranid_mamluke_multiplayer_pl|Sarranid Mamluke
trp_multiplayer_end|{!}multiplayer end
trp_multiplayer_end_pl|{!}multiplayer end
trp_nurse|Nurse
trp_nurse_pl|Nurse
trp_log_array_entry_type|{!}Local 商 人
trp_log_array_entry_type_pl|{!}Local 商 人
trp_log_array_entry_time|{!}Local 商 人
trp_log_array_entry_time_pl|{!}Local 商 人
trp_log_array_actor|{!}Local 商 人
trp_log_array_actor_pl|{!}Local 商 人
trp_log_array_center_object|{!}Local 商 人
trp_log_array_center_object_pl|{!}Local 商 人
trp_log_array_center_object_lord|{!}Local 商 人
trp_log_array_center_object_lord_pl|{!}Local 商 人
trp_log_array_center_object_faction|{!}Local 商 人
trp_log_array_center_object_faction_pl|{!}Local 商 人
trp_log_array_troop_object|{!}Local 商 人
trp_log_array_troop_object_pl|{!}Local 商 人
trp_log_array_troop_object_faction|{!}Local 商 人
trp_log_array_troop_object_faction_pl|{!}Local 商 人
trp_log_array_faction_object|{!}Local 商 人
trp_log_array_faction_object_pl|{!}Local 商 人
trp_quick_battle_troop_1|军 士 Rudolf
trp_quick_battle_troop_1_pl|军 士 Rudolf
trp_quick_battle_troop_2|Private Hans
trp_quick_battle_troop_2_pl|Private Hans
trp_quick_battle_troop_3|Private Balazs
trp_quick_battle_troop_3_pl|Private Balazs
trp_quick_battle_troop_4|军 士 John
trp_quick_battle_troop_4_pl|军 士 John
trp_quick_battle_troop_5|将 军 Wittemberg
trp_quick_battle_troop_5_pl|将 军 Wittemberg
trp_quick_battle_troop_6|上 尉 Borislav
trp_quick_battle_troop_6_pl|上 尉 Borislav
trp_quick_battle_troop_7|Sergant Erwin
trp_quick_battle_troop_7_pl|Sergant Erwin
trp_quick_battle_troop_8|Private Broushe
trp_quick_battle_troop_8_pl|Private Broushe
trp_quick_battle_troop_9|军 士 Adolf Hermann
trp_quick_battle_troop_9_pl|军 士 Adolf Hermann
trp_quick_battle_troop_10|Private Louis
trp_quick_battle_troop_10_pl|Private Louis
trp_quick_battle_troop_11|Herr Oberst Joseph
trp_quick_battle_troop_11_pl|Herr Oberst Joseph
trp_quick_battle_troops_end|{!}quick battle troops end
trp_quick_battle_troops_end_pl|{!}quick battle troops end
trp_tutorial_fighter_1|初 级 格 斗 士
trp_tutorial_fighter_1_pl|初 级 格 斗 士
trp_tutorial_fighter_2|初 级 格 斗 士
trp_tutorial_fighter_2_pl|初 级 格 斗 士
trp_tutorial_fighter_3|普 通 格 斗 士
trp_tutorial_fighter_3_pl|普 通 格 斗 士
trp_tutorial_fighter_4|老 兵 Fighter
trp_tutorial_fighter_4_pl|老 兵 Fighter
trp_tutorial_archer_1|Archer
trp_tutorial_archer_1_pl|Archer
trp_tutorial_master_archer|Archery Trainer
trp_tutorial_master_archer_pl|Archery Trainer
trp_tutorial_rider_1|Rider
trp_tutorial_rider_1_pl|Rider
trp_tutorial_rider_2|Horse archer
trp_tutorial_rider_2_pl|Horse archer
trp_tutorial_master_horseman|Riding Trainer
trp_tutorial_master_horseman_pl|Riding Trainer
trp_swadian_merchant|商 人 of Paris
trp_swadian_merchant_pl|商 人 of Paris
trp_vaegir_merchant|商 人 of Berlin
trp_vaegir_merchant_pl|商 人 of Berlin
trp_khergit_merchant|商 人 of London
trp_khergit_merchant_pl|商 人 of London
trp_nord_merchant|商 人 of Brusselles
trp_nord_merchant_pl|商 人 of Brusselles
trp_rhodok_merchant|商 人 of Lotharingen
trp_rhodok_merchant_pl|商 人 of Lotharingen
trp_sarranid_merchant|商 人 of Waterloo
trp_sarranid_merchant_pl|商 人 of Waterloo
trp_startup_merchants_end|startup merchants end
trp_startup_merchants_end_pl|startup merchants end
trp_sea_raider_leader|Sea Raider 上 尉
trp_sea_raider_leader_pl|Sea Raider 上 尉
trp_looter_leader|土 匪
trp_looter_leader_pl|土 匪
trp_bandit_leaders_end|强 盗 leaders end
trp_bandit_leaders_end_pl|强 盗 leaders end
trp_relative_of_merchant|商 人 's Brother
trp_relative_of_merchant_pl|商 人 's Brother
trp_relative_of_merchants_end|relative of merchants end
trp_relative_of_merchants_end_pl|relative of merchants end
trp_dplmc_chamberlain|Chamberlain Aubrey de Vere
trp_dplmc_chamberlain_pl|Chamberlain Aubrey de Vere
trp_dplmc_constable|Constable Miles de Gloucester
trp_dplmc_constable_pl|Constable Miles de Gloucester
trp_dplmc_chancellor|Chancellor Herfast
trp_dplmc_chancellor_pl|Chancellor Herfast
trp_dplmc_messenger|Messenger
trp_dplmc_messenger_pl|Messenger
trp_dplmc_scout|Scout
trp_dplmc_scout_pl|Scout
trp_dplmc_recruiter|Recruiter
trp_dplmc_recruiter_pl|Recruiter
trp_austrain_jaeger_rifleman|奥 地 利 猎 兵
trp_austrain_jaeger_rifleman_pl|奥 地 利 猎 兵
trp_austrian_dragoon|奥 地 利 龙 骑 兵
trp_austrian_dragoon_pl|奥 地 利 龙 骑 兵
trp_austrian_cuirassier|奥 地 利 胸 甲 骑 兵
trp_austrian_cuirassier_pl|奥 地 利 胸 甲 骑 兵
trp_russian_hussar_elite|俄 罗 斯 骠 骑 兵 (精 锐 )
trp_russian_hussar_elite_pl|俄 罗 斯 骠 骑 兵 (精 锐 )
trp_russian_hussar_veteran|俄 罗 斯 骠 骑 兵 (老 兵 )
trp_russian_hussar_veteran_pl|俄 罗 斯 骠 骑 兵 (老 兵 )
trp_hungarian_honved_infantry|匈 牙 利 边 防 步 兵 (老 兵 )
trp_hungarian_honved_infantry_pl|匈 牙 利 边 防 步 兵 (老 兵 )
trp_french_hussard_carabineer|法 国 Hussard 卡 宾 骑 兵
trp_french_hussard_carabineer_pl|法 国 Hussard 卡 宾 骑 兵
trp_french_hussar_veteran|法 国 Hussard (老 兵 )
trp_french_hussar_veteran_pl|法 国 Hussard (老 兵 )
trp_prussian_deadhussar_elite|普 鲁 士 骠 骑 兵 (精 锐 )
trp_prussian_deadhussar_elite_pl|普 鲁 士 骠 骑 兵 (精 锐 )
trp_15th_brit_hussar_veteran|英 国 第 15 骠 骑 兵 卡 宾 骑 兵
trp_15th_brit_hussar_veteran_pl|英 国 第 15 骠 骑 兵 卡 宾 骑 兵
trp_british_hussar_veteran|英 国 骠 骑 兵 (老 兵 )
trp_british_hussar_veteran_pl|英 国 骠 骑 兵 (老 兵 )
trp_british_95th_rifleman|英 国 第 95步 枪 团 步 枪 兵
trp_british_95th_rifleman_pl|英 国 第 95步 枪 团 步 枪 兵
trp_british_highlander_(veteran)|英 国 苏 格 兰 高 地 步 兵 (老 兵 )
trp_british_highlander_(veteran)_pl|英 国 苏 格 兰 高 地 步 兵 (老 兵 )
trp_britain_95th_rifles_veteran|Britain 第 95步 枪 团 步 枪 兵 (老 兵 )
trp_britain_95th_rifles_veteran_pl|Britain 第 95步 枪 团 步 枪 兵 (老 兵 )
trp_british_highlander|英 国 苏 格 兰 高 地 步 兵
trp_british_highlander_pl|英 国 苏 格 兰 高 地 步 兵
trp_british_highlander_(elite)|黑 卫 士 兵 团 Trooper
trp_british_highlander_(elite)_pl|黑 卫 士 兵 团 Trooper
trp_british_95th_chosen_man|英 国 第 95步 枪 团 Chosen Man
trp_british_95th_chosen_man_pl|英 国 第 95步 枪 团 Chosen Man
trp_Britain_15th_Hussar_(elite)|Britain 第 15 骠 骑 兵 (精 锐 )
trp_Britain_15th_Hussar_(elite)_pl|Britain 第 15 骠 骑 兵 (精 锐 )
trp_british_hussar|英 国 骠 骑 兵
trp_british_hussar_pl|英 国 骠 骑 兵
trp_french_polish_lancer|波 兰 枪 骑 兵
trp_french_polish_lancer_pl|波 兰 枪 骑 兵
trp_french_polish_uhlan_(hardened)|波 兰 枪 骑 兵 (hardened)
trp_french_polish_uhlan_(hardened)_pl|波 兰 枪 骑 兵 (hardened)
trp_french_polish_lancer_veteran|波 兰 枪 骑 兵 (老 兵 )
trp_french_polish_lancer_veteran_pl|波 兰 枪 骑 兵 (老 兵 )
trp_polish_lancer_(elite)|波 兰 枪 骑 兵 (精 锐 )
trp_polish_lancer_(elite)_pl|波 兰 枪 骑 兵 (精 锐 )
trp_flag_cuirassier_french|法 国 胸 甲 骑 兵 掌 旗 官
trp_flag_cuirassier_french_pl|法 国 胸 甲 骑 兵 掌 旗 官
trp_flag_french_infantry|法 国 掌 旗 官
trp_flag_french_infantry_pl|法 国 掌 旗 官
trp_austrian_flagcarrier_cuirassier|奥 地 利 胸 甲 骑 兵 掌 旗 官
trp_austrian_flagcarrier_cuirassier_pl|奥 地 利 胸 甲 骑 兵 掌 旗 官
trp_austrian_hussar_flagcarrier|匈 牙 利 骠 骑 兵 掌 旗 官
trp_austrian_hussar_flagcarrier_pl|匈 牙 利 骠 骑 兵 掌 旗 官
trp_british_flagcarrier|英 国 掌 旗 官
trp_british_flagcarrier_pl|英 国 掌 旗 官
trp_brunswicker_hussar_flagcarrier|Brunswicker 骠 骑 兵 掌 旗 官
trp_brunswicker_hussar_flagcarrier_pl|Brunswicker 骠 骑 兵 掌 旗 官
trp_prus_hussar_flagcarrier|普 鲁 士 骠 骑 兵 掌 旗 官
trp_prus_hussar_flagcarrier_pl|普 鲁 士 骠 骑 兵 掌 旗 官
trp_prus_flagcarrier|普 鲁 士 掌 旗 官
trp_prus_flagcarrier_pl|普 鲁 士 掌 旗 官
trp_hungarian_drummer|匈 牙 利 鼓 手
trp_hungarian_drummer_pl|匈 牙 利 鼓 手
trp_french_polish_vistula_legion|波 兰 Vistula Legionary
trp_french_polish_vistula_legion_pl|波 兰 Vistula Legionary
trp_british_drummer|英 国 鼓 手
trp_british_drummer_pl|英 国 鼓 手
trp_austrian_drummer|奥 地 利 鼓 手
trp_austrian_drummer_pl|奥 地 利 鼓 手
trp_prussian_lancer|普 鲁 士 枪 骑 兵
trp_prussian_lancer_pl|普 鲁 士 枪 骑 兵
trp_british_hussar_elite|英 国 骠 骑 兵 (精 锐 )
trp_british_hussar_elite_pl|英 国 骠 骑 兵 (精 锐 )
trp_bavarian_footman|巴 伐 利 亚 步 卒
trp_bavarian_footman_pl|巴 伐 利 亚 步 卒
trp_bavarian_infantry_(veteran)|巴 伐 利 亚 步 兵 (老 兵 )
trp_bavarian_infantry_(veteran)_pl|巴 伐 利 亚 步 兵 (老 兵 )
trp_french_drummer|法 国 鼓 手
trp_french_drummer_pl|法 国 鼓 手
trp_prussian_drummer|普 鲁 士 鼓 手
trp_prussian_drummer_pl|普 鲁 士 鼓 手
trp_prussian_cuirassier|普 鲁 士 胸 甲 骑 兵
trp_prussian_cuirassier_pl|普 鲁 士 胸 甲 骑 兵
trp_prussian_cuirassier_(veteran)|普 鲁 士 胸 甲 骑 兵 (老 兵 )
trp_prussian_cuirassier_(veteran)_pl|普 鲁 士 胸 甲 骑 兵 (老 兵 )
trp_austrian_pioneer|奥 地 利 工 兵 先 锋
trp_austrian_pioneer_pl|奥 地 利 工 兵 先 锋
trp_dutch_sappeur|荷 兰 Sappeur
trp_dutch_sappeur_pl|荷 兰 Sappeur
trp_french_pioneer|法 国 工 兵 先 锋
trp_french_pioneer_pl|法 国 工 兵 先 锋
trp_english_pioneer|English 工 兵 先 锋
trp_english_pioneer_pl|English 工 兵 先 锋
trp_prussian_pioneer|普 鲁 士 工 兵 先 锋
trp_prussian_pioneer_pl|普 鲁 士 工 兵 先 锋
trp_battlefield_labor|Sappeur
trp_battlefield_labor_pl|Sappeur
trp_french_dragoon|法 国 龙 骑 兵
trp_french_dragoon_pl|法 国 龙 骑 兵
trp_scots_grey|苏 格 兰 皇 家 灰 骑 兵
trp_scots_grey_pl|苏 格 兰 皇 家 灰 骑 兵
trp_scots_grey_(veteran)|苏 格 兰 皇 家 灰 骑 兵 (老 兵 )
trp_scots_grey_(veteran)_pl|苏 格 兰 皇 家 灰 骑 兵 (老 兵 )
trp_grenadier_a_cheval|掷 弹 兵 a Cheval
trp_grenadier_a_cheval_pl|掷 弹 兵 a Cheval
trp_grenadier_a_cheval_(veteran)|掷 弹 兵 a Cheval (老 兵 )
trp_grenadier_a_cheval_(veteran)_pl|掷 弹 兵 a Cheval (老 兵 )
trp_british_light_dragoon|英 国 Light 龙 骑 兵
trp_british_light_dragoon_pl|英 国 Light 龙 骑 兵
